UF,ref_city,ref_prefix_i,ref_prefix_f,ref_latitude,ref_longiitude,ref_state
ma,lagoa do mato,65683,65684,"-6,045277297","-43,52755912",maranhao
ma,lagoa grande do maranhao,65718,65719,"-4,993123737","-45,39061428",maranhao
ma,lajeado novo,65937,65937,"-6,191609227","-47,03244752",maranhao
ma,lima campos,65728,65729,"-4,517045987","-44,46934033",maranhao
ma,loreto,65895,65899,"-7,094454165","-45,13924164",maranhao
ma,luis domingues,65290,65291,"-1,325460244","-45,89533199",maranhao
ma,magalhaes de almeida,65560,65569,"-3,396667674","-42,20150669",maranhao
ma,maracacume,65289,65289,"-2,05616455","-45,95863904",maranhao
ma,maraja do sena,65714,65714,"-4,620313324","-45,45723765",maranhao
ma,maranhaozinho,65283,65283,"-2,235616992","-45,85561145",maranhao
ma,mata roma,65510,65514,"-3,61904551","-43,12038942",maranhao
ma,matinha,65218,65219,"-3,09840003","-45,03642894",maranhao
ma,matoes,65645,65649,"-5,522465019","-43,20120828",maranhao
ma,matoes do norte,65468,65469,"-3,62751878","-44,55024451",maranhao
ma,milagres do maranhao,65545,65549,"-3,582206641","-42,61075283",maranhao
ma,mirador,65850,65859,"-6,377565695","-44,36260979",maranhao
ma,miranda do norte,65495,65499,"-3,562644774","-44,58427569",maranhao
ma,mirinzal,65265,65266,"-2,064224192","-44,78575599",maranhao
ma,moncao,65360,65362,"-3,49393248","-45,24758467",maranhao
ma,montes altos,65936,65936,"-5,828562504","-47,07043951",maranhao
ma,morros,65160,65164,"-2,861478953","-44,04454454",maranhao
ma,nina rodrigues,65450,65454,"-3,462464289","-43,90448476",maranhao
ma,nova colinas,65808,65809,"-7,120566004","-46,25932522",maranhao
ma,nova iorque,65880,65884,"-6,733203306","-44,04862673",maranhao
ma,nova olinda do maranhao,65274,65274,"-2,799886544","-45,70453604",maranhao
ma,olho dagua das cunhas,65706,65706,,,
ma,olinda nova do maranhao,65223,65224,"-2,997477615","-45,00323537",maranhao
ma,paco do lumiar,65130,65137,"-2,528063","-44,09869235",maranhao
ma,palmeirandia,65238,65244,"-2,647774278","-44,90446389",maranhao
ma,paraibano,65670,65679,"-6,431825414","-43,98576205",maranhao
ma,parnarama,65640,65644,"-5,684467176","-43,09040135",maranhao
ma,passagem franca,65680,65682,"-6,173994426","-43,78174523",maranhao
ma,pastos bons,65870,65879,"-6,604027732","-44,08860251",maranhao
ma,paulino neves,65585,65589,"-2,71820599","-42,54542398",maranhao
ma,paulo ramos,65716,65717,"-4,447956766","-45,23998",maranhao
ma,pedreiras,65725,65726,"-4,569350688","-44,60373488",maranhao
ma,pedro do rosario,65206,65207,"-2,968114673","-45,34645373",maranhao
ma,penalva,65213,65214,"-3,293233318","-45,17646169",maranhao
ma,peri mirim,65245,65247,"-2,573054649","-44,8502907",maranhao
ma,peritoro,65418,65419,"-4,370225118","-44,32585352",maranhao
ma,pindare mirim,65370,65377,,,
ma,pinheiro,65200,65203,"-2,5227405","-45,0839266",maranhao
ma,pio xii,65707,65707,"-3,88758753","-45,16996039",maranhao
ma,pirapemas,65460,65464,"-3,725329066","-44,22828088",maranhao
ma,pocao de pedras,65740,65749,"-4,750025211","-44,9515514",maranhao
ma,porto franco,65970,65972,"-6,354181864","-47,3821649",maranhao
mg,alfenas,37130,37138,"-21,42817812","-45,9489182",minas gerais
mg,alfredo vasconcelos,36272,36274,"-21,13942346","-43,77388995",minas gerais
mg,almenara,39900,39911,"-16,18061617","-40,69765118",minas gerais
mg,alpercata,35138,35139,"-18,98683126","-41,98912911",minas gerais
mg,alpinopolis,37940,37944,"-20,86185466","-46,38948253",minas gerais
mg,alterosa,37145,37147,"-21,25586995","-46,14532056",minas gerais
mg,alto caparao,36979,36979,"-20,44436112","-41,87308374",minas gerais
mg,alto jequitiba,36976,36978,"-20,42292711","-41,96717511",minas gerais
mg,alto rio doce,36260,36264,"-21,02214615","-43,41887066",minas gerais
mg,alvarenga,35249,35249,"-19,41446969","-41,72644227",minas gerais
mg,alvinopolis,35950,35959,"-20,11476348","-43,06608324",minas gerais
mg,alvorada de minas,39140,39149,"-18,73359302","-43,36608434",minas gerais
mg,amparo da serra,35444,35446,,,
mg,andradas,37838,37844,"-22,07280734","-46,575583",minas gerais
mg,andradas,37838,37842,"-22,07280734","-46,575583",minas gerais
mg,andrelandia,37300,37304,"-21,7369682","-44,31769904",minas gerais
mg,angelandia,39685,39687,"-17,72778983","-42,26645049",minas gerais
mg,antonio carlos,36220,36224,"-21,31858037","-43,75564101",minas gerais
mg,antonio dias,35177,35178,"-19,65146667","-42,86954521",minas gerais
mg,antonio prado de minas,36850,36854,"-21,01823206","-42,10934265",minas gerais
mg,aracai,35777,35779,"-19,20036386","-44,24692371",minas gerais
mg,aracitaba,36255,36259,"-21,33926874","-43,38155624",minas gerais
mg,aracuai,39600,39609,"-16,8517814","-42,06420655",minas gerais
mg,aracuai,39600,39607,"-16,8517814","-42,06420655",minas gerais
mg,araguari,38440,38459,"-18,64826953","-48,19160538",minas gerais
mg,araguari,38440,38449,"-18,64826953","-48,19160538",minas gerais
mg,arantina,37360,37369,"-21,91610423","-44,24695425",minas gerais
mg,araponga,36594,36599,"-20,66566173","-42,5262731",minas gerais
mg,arapora,38465,38469,"-18,44190938","-49,19008664",minas gerais
mg,arapua,38860,38869,"-19,03385529","-46,15459777",minas gerais
mg,araujos,35603,35603,"-19,94678534","-45,16670228",minas gerais
mg,araxa,38180,38188,"-19,5913298","-46,94000989",minas gerais
mg,arceburgo,37820,37824,"-21,36018148","-46,94435413",minas gerais
mg,arcos,35598,35602,"-20,28256312","-45,54363187",minas gerais
mg,areado,37140,37141,"-21,35838236","-46,14655947",minas gerais
mg,argirita,36710,36719,"-21,60755451","-42,83644677",minas gerais
mg,aricanduva,39678,39679,"-17,86776294","-42,55923105",minas gerais
mg,arinos,38680,38688,"-15,92177169","-46,10775214",minas gerais
mg,astolfo dutra,36780,36783,"-21,31120385","-42,85964431",minas gerais
mg,ataleia,39850,39854,"-18,04591981","-41,11055839",minas gerais
mg,augusto de lima,39219,39219,"-18,1125481","-44,27521884",minas gerais
mg,baependi,37443,37444,"-21,95761081","-44,89037066",minas gerais
mg,baldim,35732,35735,"-19,2864373","-43,95704064",minas gerais
mg,bambui,38900,38909,"-20,01189169","-45,97904481",minas gerais
mg,bandeira,39917,39919,"-15,88497698","-40,55888642",minas gerais
mg,bandeira do sul,37740,37749,"-21,72486854","-46,38526298",minas gerais
mg,barao de cocais,35970,35983,"-19,93584743","-43,48488247",minas gerais
mg,barao de monte alto,36870,36877,"-21,24788234","-42,23914658",minas gerais
mg,barbacena,36200,36209,"-21,22491538","-43,77619332",minas gerais
mg,barra longa,35447,35449,"-20,2836359","-43,03719671",minas gerais
mg,barroso,36295,36299,"-21,176287","-43,97538112",minas gerais
mg,bela vista de minas,35938,35939,"-19,82584676","-43,09693227",minas gerais
mg,belmiro braga,36126,36129,"-21,9501313","-43,41572077",minas gerais
mg,belo horizonte,30000,31999,"-19,93752429","-43,92645317",minas gerais
mg,belo oriente,35195,35197,"-19,224645","-42,4872826",minas gerais
mg,belo vale,35473,35475,"-20,40665787","-44,02852765",minas gerais
mg,berilo,39640,39641,"-16,95030176","-42,46135377",minas gerais
mg,berizal,39555,39557,"-15,61078365","-41,74678509",minas gerais
mg,bertopolis,39875,39877,"-17,06096281","-40,57224585",minas gerais
mg,betim,32600,32699,"-19,96537924","-44,1975511",minas gerais
mg,bias fortes,36230,36234,"-21,60874748","-43,75657483",minas gerais
mg,bicas,36600,36603,"-21,72210512","-43,06204726",minas gerais
mg,biquinhas,35621,35621,"-18,78475166","-45,50465172",minas gerais
mg,boa esperanca,37170,37174,"-21,09053108","-45,56440893",minas gerais
mg,bocaina de minas,37340,37349,"-22,16960847","-44,39730576",minas gerais
mg,bocaiuva,39390,39396,"-17,11210473","-43,81444357",minas gerais
mg,bom despacho,35630,35639,"-19,73759633","-45,2541152",minas gerais
mg,bom jardim de minas,37310,37329,"-21,94589978","-44,18937446",minas gerais
mg,bom jesus da penha,37948,37949,"-21,01726931","-46,52354361",minas gerais
mg,bom jesus do amparo,35908,35909,"-19,70413727","-43,47351492",minas gerais
mg,bom jesus do galho,35340,35344,"-19,82447204","-42,31572655",minas gerais
mg,bom repouso,37610,37614,"-22,47683683","-46,1478822",minas gerais
mg,bom sucesso,37220,37222,"-21,03041609","-44,75550272",minas gerais
mg,bonfim,35480,35484,"-20,3254911","-44,23291108",minas gerais
mg,bonfinopolis de minas,38650,38653,"-16,57076479","-45,98834066",minas gerais
mg,bonito de minas,39490,39491,"-15,32380447","-44,75802844",minas gerais
mg,borda da mata,37564,37565,"-22,27240826","-46,16716824",minas gerais
mg,botelhos,37720,37729,"-21,65166388","-46,39549315",minas gerais
mg,botumirim,39595,39597,"-16,86292455","-43,01043244",minas gerais
mg,bras pires,36542,36543,"-20,84845644","-43,2391226",minas gerais
mg,brasilandia de minas,38779,38779,"-16,99860055","-46,01540176",minas gerais
mg,brasilia de minas,39330,39334,"-16,20587269","-44,42753309",minas gerais
mg,braunas,35189,35189,"-19,05359662","-42,71535264",minas gerais
mg,brazopolis,37530,37535,,,
mg,brumadinho,32480,32499,"-20,14417441","-44,20018761",minas gerais
mg,bueno brandao,37578,37579,"-22,43616701","-46,35338809",minas gerais
mg,buenopolis,39230,39236,"-17,87425628","-44,18078846",minas gerais
mg,bugre,35193,35193,"-19,42221268","-42,25945701",minas gerais
mg,buritis,38660,38679,"-15,62650549","-46,4240408",minas gerais
mg,buritizeiro,39280,39289,"-17,35942077","-44,95519368",minas gerais
mg,cabeceira grande,38625,38629,"-16,0282748","-47,08498931",minas gerais
mg,cabo verde,37880,37889,"-21,46929195","-46,3999705",minas gerais
mg,cachoeira da prata,35765,35766,"-19,52643533","-44,44105095",minas gerais
ma,sao benedito do rio preto,65440,65449,"-3,332766004","-43,52999187",maranhao
ma,sao bento,65235,65237,"-2,6970075","-44,82834518",maranhao
ma,sao bernardo,65550,65554,"-3,36543651","-42,42300966",maranhao
ma,sao domingos do azeitao,65888,65889,"-6,80442501","-44,65042391",maranhao
ma,sao domingos do maranhao,65790,65794,"-5,565642","-44,39287926",maranhao
ma,sao felix de balsas,65890,65894,"-7,084685154","-44,81144766",maranhao
ma,sao francisco do brejao,65929,65929,"-5,130200787","-47,3911374",maranhao
ma,sao francisco do maranhao,65650,65659,"-6,252797917","-42,86532173",maranhao
ma,sao joao batista,65225,65229,"-2,953332912","-44,81176185",maranhao
ma,sao joao do caru,65385,65389,"-3,560803407","-46,25492548",maranhao
ma,sao joao do paraiso,65973,65974,"-6,466222286","-47,05061042",maranhao
ma,sao joao do soter,65615,65619,"-5,115739264","-43,8181818",maranhao
ma,sao joao dos patos,65665,65667,"-6,498208152","-43,70291017",maranhao
ma,sao jose de ribamar,65110,65129,"-2,55585852","-44,05754812",maranhao
ma,sao jose de ribamar,65110,65114,"-2,55585852","-44,05754812",maranhao
ma,sao jose de ribamar,65115,65126,"-2,55585852","-44,05754812",maranhao
ma,sao jose dos basilios,65762,65762,"-5,048687245","-44,58244652",maranhao
ma,sao luis,65000,65109,"-2,531885985","-44,29791856",maranhao
ma,sao luis,65000,65099,"-2,531885985","-44,29791856",maranhao
ma,sao luis gonzaga do maranhao,65708,65708,"-4,373918491","-44,6627085",maranhao
ma,sao mateus do maranhao,65470,65479,"-4,03455051","-44,46856281",maranhao
ma,sao pedro da agua branca,65920,65920,"-5,088910997","-48,42362359",maranhao
ma,sao pedro dos crentes,65978,65979,"-6,828555641","-46,53258035",maranhao
ma,sao raimundo das mangabeiras,65840,65849,"-7,026962657","-45,48483143",maranhao
ma,sao raimundo do doca bezerra,65753,65754,"-5,103181845","-45,08416279",maranhao
ma,sao roberto,65758,65759,"-5,017366882","-44,99190116",maranhao
ma,sao vicente ferrer,65220,65222,"-2,890731064","-44,88690458",maranhao
ma,satubinha,65709,65709,"-4,035735495","-45,23362958",maranhao
ma,senador alexandre costa,65783,65784,"-5,261076544","-44,05630151",maranhao
ma,senador la rocque,65935,65935,"-5,441832495","-47,28919142",maranhao
ma,senador la rocque,65935,65935,"-5,441832495","-47,28919142",maranhao
ma,senador la rocque,65935,65935,"-5,441832495","-47,28919142",maranhao
ma,serrano do maranhao,65269,65269,"-1,852645542","-45,11464085",maranhao
ma,sitio novo,65925,65926,"-5,870629891","-46,69498334",maranhao
ma,sucupira do norte,65860,65869,"-6,478284448","-44,18860271",maranhao
ma,sucupira do riachao,65668,65669,"-6,420108405","-43,54585332",maranhao
ma,tasso fragoso,65820,65829,"-8,479831018","-45,74412352",maranhao
ma,timbiras,65420,65429,"-4,253840505","-43,93843397",maranhao
ma,timon,65630,65639,"-5,10068111","-42,8337279",maranhao
ma,timon,65630,65638,"-5,10068111","-42,8337279",maranhao
ma,trizidela do vale,65727,65727,"-4,570126857","-44,6106852",maranhao
ma,tufilandia,65378,65379,"-3,676404118","-45,63391648",maranhao
ma,tuntum,65763,65764,"-5,24965554","-44,64901215",maranhao
ma,turiacu,65278,65278,"-1,669022048","-45,36915242",maranhao
ma,turilandia,65276,65277,"-2,228833525","-45,30676531",maranhao
ma,tutoia,65580,65584,"-2,763550197","-42,27684721",maranhao
ma,urbano santos,65530,65534,"-3,2084095","-43,40424847",maranhao
ma,vargem grande,65430,65439,"-3,541896","-43,91666449",maranhao
ma,viana,65215,65217,"-3,214562513","-45,0013067",maranhao
ma,vila nova dos martirios,65924,65924,"-5,183511519","-48,13892648",maranhao
ma,vitoria do mearim,65350,65359,"-3,482047365","-44,86957224",maranhao
ma,vitorino freire,65320,65334,"-4,2911865","-45,24418514",maranhao
ma,ze doca,65365,65367,"-3,2754805","-45,65769786",maranhao
mg,abadia dos dourados,38540,38549,"-18,48756496","-47,39683244",minas gerais
mg,abaete,35620,35620,"-19,15584769","-45,44619142",minas gerais
mg,abre campo,35365,35366,"-20,30144528","-42,48098999",minas gerais
mg,acaiaca,35438,35438,"-20,36040893","-43,1482389",minas gerais
mg,acucena,35147,35147,"-19,07671289","-42,54621088",minas gerais
mg,agua boa,39790,39794,"-17,99105305","-42,38964323",minas gerais
mg,agua comprida,38110,38119,"-20,05931241","-48,10807677",minas gerais
mg,aguanil,37273,37274,"-20,9374322","-45,38946534",minas gerais
mg,aguas formosas,39880,39884,"-17,08230432","-40,93522794",minas gerais
mg,aguas vermelhas,39990,39994,"-15,74531995","-41,4587883",minas gerais
mg,aimores,35200,35219,"-19,49195015","-41,07332746",minas gerais
mg,aiuruoca,37450,37451,"-21,97589666","-44,60282446",minas gerais
mg,alagoa,37458,37459,"-22,17113566","-44,63809887",minas gerais
mg,albertina,37596,37599,"-22,19976448","-46,61160257",minas gerais
mg,alem paraiba,36660,36669,"-21,87680371","-42,6959466",minas gerais
mg,alfenas,37130,37139,"-21,42817812","-45,9489182",minas gerais
mg,dom silverio,35440,35440,"-20,16220493","-42,97087297",minas gerais
mg,dom vicoso,37474,37475,"-22,25367411","-45,15916867",minas gerais
mg,dona euzebia,36784,36787,,,
mg,dores de campos,36213,36214,"-21,10408756","-44,02304657",minas gerais
mg,dores de guanhaes,35894,35899,"-19,05426178","-42,92672189",minas gerais
mg,dores do indaia,35610,35612,"-19,46162944","-45,60265583",minas gerais
mg,dores do turvo,36513,36514,"-20,98127337","-43,19519452",minas gerais
mg,doresopolis,37926,37926,"-20,28845096","-45,90519689",minas gerais
mg,douradoquara,38530,38539,"-18,43383409","-47,61197495",minas gerais
mg,durande,36974,36975,"-20,20723888","-41,79426165",minas gerais
mg,eloi mendes,37110,37114,"-21,60931278","-45,5664342",minas gerais
mg,engenheiro caldas,35130,35134,"-19,19810287","-42,04984169",minas gerais
mg,engenheiro navarro,39363,39364,"-17,28775321","-43,94941474",minas gerais
mg,entre folhas,35324,35324,"-19,62778335","-42,23235998",minas gerais
mg,entre rios de minas,35490,35491,"-20,6713572","-44,06708168",minas gerais
mg,ervalia,36555,36559,"-20,83350656","-42,65936747",minas gerais
mg,esmeraldas,32800,32824,"-19,75920074","-44,31480692",minas gerais
mg,esmeraldas,32800,32809,"-19,75920074","-44,31480692",minas gerais
mg,esmeraldas,32816,32823,"-19,75920074","-44,31480692",minas gerais
mg,espera feliz,36830,36831,"-20,64370781","-41,91393502",minas gerais
mg,espinosa,39510,39515,"-14,92527181","-42,81298184",minas gerais
mg,espirito santo do dourado,37566,37566,"-22,04751364","-45,95401252",minas gerais
mg,estiva,37542,37544,"-22,46304506","-46,01635181",minas gerais
mg,estrela dalva,36725,36729,"-21,74228528","-42,45837103",minas gerais
mg,cachoeira de minas,37545,37547,"-22,35398406","-45,78213751",minas gerais
mg,cachoeira de pajeu,39980,39989,"-15,96517584","-41,49641037",minas gerais
mg,cachoeira dourada,38370,38379,"-18,51268982","-49,50173413",minas gerais
mg,caetanopolis,35770,35773,"-19,29371303","-44,41303734",minas gerais
mg,caete,34800,34989,"-19,88714113","-43,66478735",minas gerais
mg,caiana,36832,36833,"-20,69682898","-41,92298219",minas gerais
mg,cajuri,36560,36567,"-20,78894267","-42,79392027",minas gerais
mg,caldas,37780,37789,"-21,92333596","-46,38778911",minas gerais
mg,camacho,35555,35556,"-20,62691585","-45,15879267",minas gerais
mg,camanducaia,37650,37654,"-22,75674636","-46,14686329",minas gerais
mg,cambui,37600,37604,"-22,61109716","-46,05801936",minas gerais
mg,cambuquira,37420,37429,"-21,85540977","-45,29252051",minas gerais
mg,campanario,39835,39836,"-18,24112353","-41,73013179",minas gerais
mg,campanha,37400,37404,"-21,8353567","-45,39844867",minas gerais
mg,campestre,37730,37739,"-21,71145483","-46,24815851",minas gerais
mg,campina verde,38270,38279,"-19,5354556","-49,48116905",minas gerais
mg,campo azul,39338,39339,"-16,50406349","-44,81185821",minas gerais
mg,campo belo,37270,37272,"-20,89531625","-45,27586136",minas gerais
mg,campo do meio,37165,37169,"-21,10932572","-45,83075714",minas gerais
mg,campo florido,38130,38139,"-19,76544539","-48,57300347",minas gerais
mg,campos altos,38970,38979,"-19,69889584","-46,17370992",minas gerais
mg,campos gerais,37160,37164,"-21,23869791","-45,75690737",minas gerais
mg,cana verde,37267,37269,"-21,02345167","-45,18592531",minas gerais
mg,canaa,36592,36593,"-20,68737604","-42,61301145",minas gerais
mg,canapolis,38380,38389,"-18,72166372","-49,20405445",minas gerais
mg,candeias,37280,37299,"-20,77035004","-45,2768567",minas gerais
mg,cantagalo,39703,39703,"-18,53171791","-42,62572729",minas gerais
mg,caparao,36834,36835,"-20,52558837","-41,9071903",minas gerais
mg,capela nova,36290,36294,"-20,91666791","-43,61242187",minas gerais
mg,capelinha,39680,39684,"-17,69538522","-42,51607537",minas gerais
mg,capelinha,39680,39683,"-17,69538522","-42,51607537",minas gerais
mg,capetinga,37993,37996,"-20,62049913","-47,0574368",minas gerais
mg,capim branco,35730,35731,"-19,54554221","-44,13316624",minas gerais
mg,capinopolis,38360,38369,"-18,68229373","-49,57448224",minas gerais
mg,capitao andrade,35123,35124,"-19,07902446","-41,86509733",minas gerais
mg,capitao eneas,39472,39474,"-16,32091514","-43,7054129",minas gerais
mg,capitolio,37930,37939,"-20,6146636","-46,05451389",minas gerais
mg,caputira,36925,36929,"-20,17088999","-42,2719879",minas gerais
mg,carai,39810,39813,"-17,19290417","-41,69830725",minas gerais
mg,caranaiba,36428,36429,"-20,87021942","-43,73946648",minas gerais
mg,carandai,36280,36289,"-20,95436946","-43,80547537",minas gerais
mg,carandai,36280,36287,"-20,95436946","-43,80547537",minas gerais
mg,carangola,36800,36809,"-20,73255051","-42,03222452",minas gerais
mg,carangola,36800,36806,"-20,73255051","-42,03222452",minas gerais
mg,caratinga,35300,35322,"-19,78963492","-42,14370705",minas gerais
mg,caratinga,35300,35309,"-19,78963492","-42,14370705",minas gerais
mg,carbonita,39665,39669,"-17,53024583","-43,0144602",minas gerais
mg,careacu,37582,37583,"-22,03808485","-45,68767741",minas gerais
mg,carlos chagas,39864,39867,"-17,70333104","-40,7673998",minas gerais
mg,carmesia,35878,35879,"-19,08708639","-43,1458403",minas gerais
mg,carmo da cachoeira,37225,37234,"-21,46106043","-45,22462309",minas gerais
mg,carmo da mata,35547,35549,"-20,55921","-44,86838273",minas gerais
mg,carmo de minas,37472,37473,"-22,11812663","-45,13276349",minas gerais
mg,carmo do cajuru,35557,35559,"-20,18609383","-44,77147814",minas gerais
mg,carmo do paranaiba,38840,38849,"-18,99728903","-46,31428888",minas gerais
mg,carmo do paranaiba,38840,38847,"-18,99728903","-46,31428888",minas gerais
mg,carmo do rio claro,37150,37159,"-20,97299653","-46,12196473",minas gerais
mg,carmopolis de minas,35534,35535,"-20,53964217","-44,63252771",minas gerais
mg,carneirinho,38290,38294,"-19,69732632","-50,69142749",minas gerais
mg,carrancas,37245,37249,"-21,49162562","-44,64360902",minas gerais
mg,carvalhopolis,37760,37774,"-21,77607292","-45,84563918",minas gerais
mg,carvalhos,37456,37457,"-21,99670538","-44,46601507",minas gerais
mg,casa grande,36422,36423,"-20,79345129","-43,93146659",minas gerais
mg,cascalho rico,38460,38464,"-18,57859025","-47,87599878",minas gerais
mg,cassia,37980,37989,"-20,58285602","-46,92403586",minas gerais
mg,cataguases,36770,36779,"-21,38924842","-42,69208461",minas gerais
mg,cataguases,36770,36775,"-21,38924842","-42,69208461",minas gerais
mg,catas altas,35969,35969,"-20,07489294","-43,41480573",minas gerais
mg,catas altas da noruega,36450,36454,"-20,68708762","-43,5050592",minas gerais
mg,catuji,39816,39816,"-17,30108071","-41,52312687",minas gerais
mg,catuti,39526,39526,"-15,35737888","-42,96352296",minas gerais
mg,caxambu,37440,37442,"-21,97931154","-44,93149859",minas gerais
mg,cedro do abaete,35624,35624,"-19,14716765","-45,71219494",minas gerais
mg,central de minas,35260,35264,"-18,75746054","-41,31040505",minas gerais
mg,centralina,38390,38399,"-18,58538551","-49,19628257",minas gerais
mg,chacara,36110,36119,"-21,67291322","-43,21877003",minas gerais
mg,chale,36985,36989,"-20,04425334","-41,69220701",minas gerais
mg,chapada do norte,39648,39649,"-17,08669598","-42,54074876",minas gerais
mg,chapada gaucha,38689,38689,"-15,29980872","-45,62558444",minas gerais
mg,chiador,36630,36639,"-22,0037126","-43,05903885",minas gerais
mg,cipotanea,36265,36269,"-20,90553575","-43,36797721",minas gerais
mg,claraval,37997,37999,"-20,39837608","-47,28776129",minas gerais
mg,claro dos pocoes,39380,39386,"-17,07768502","-44,20871001",minas gerais
mg,claudio,35530,35533,"-20,44457466","-44,76842253",minas gerais
mg,coimbra,36550,36554,"-20,85865953","-42,8059391",minas gerais
mg,coluna,39770,39774,"-18,22040504","-42,84365451",minas gerais
mg,comendador gomes,38250,38259,"-19,70021463","-49,08143021",minas gerais
mg,comercinho,39628,39629,"-16,29659547","-41,79113173",minas gerais
mg,conceicao da aparecida,37148,37149,"-21,09662007","-46,20312725",minas gerais
mg,conceicao da barra de minas,36360,36369,"-21,13176937","-44,47780821",minas gerais
mg,conceicao das alagoas,38120,38129,"-19,92311351","-48,38187413",minas gerais
mg,conceicao das pedras,37527,37529,"-22,16117571","-45,45367946",minas gerais
mg,conceicao de ipanema,36947,36949,"-19,93078036","-41,69244926",minas gerais
mg,conceicao do mato dentro,35858,35864,"-19,04518999","-43,42343577",minas gerais
mg,conceicao do para,35668,35668,"-19,74905623","-44,89587561",minas gerais
mg,conceicao do rio verde,37430,37439,"-21,87766556","-45,08376887",minas gerais
mg,conceicao dos ouros,37548,37548,"-22,41747549","-45,79632666",minas gerais
mg,conego marinho,39489,39489,"-15,29627032","-44,41515471",minas gerais
mg,confins,33500,33599,"-19,62994825","-43,99559609",minas gerais
mg,congonhal,37584,37585,"-22,15256076","-46,05366237",minas gerais
mg,congonhal,37845,37849,"-22,15256076","-46,05366237",minas gerais
mg,congonhas,36410,36419,"-20,50464279","-43,85689265",minas gerais
mg,congonhas,36410,36417,"-20,50464279","-43,85689265",minas gerais
mg,congonhas do norte,35850,35857,"-18,81645196","-43,68763163",minas gerais
mg,conquista,38195,38199,"-19,93693063","-47,54328322",minas gerais
mg,conselheiro lafaiete,36400,36409,"-20,6608518","-43,78844466",minas gerais
mg,conselheiro lafaiete,36400,36408,"-20,6608518","-43,78844466",minas gerais
mg,conselheiro pena,35240,35245,"-19,1756232","-41,47197402",minas gerais
mg,consolacao,37670,37679,"-22,55046504","-45,92225072",minas gerais
mg,contagem,32000,32399,"-19,94344591","-44,06634465",minas gerais
mg,coqueiral,37235,37239,"-21,18657452","-45,44080557",minas gerais
mg,coracao de jesus,39340,39349,"-16,68932345","-44,35849529",minas gerais
mg,cordisburgo,35780,35784,"-19,12853332","-44,32206745",minas gerais
mg,cordislandia,37498,37499,"-21,79120776","-45,70052973",minas gerais
mg,corinto,39200,39204,"-18,36351629","-44,45622565",minas gerais
mg,coroaci,39710,39714,"-18,61808351","-42,28302789",minas gerais
mg,coromandel,38550,38569,"-18,4738506","-47,20154773",minas gerais
mg,coromandel,38550,38554,"-18,4738506","-47,20154773",minas gerais
mg,coronel fabriciano,35170,35176,"-19,52505284","-42,62434658",minas gerais
mg,coronel fabriciano,35170,35175,"-19,52505284","-42,62434658",minas gerais
mg,coronel murta,39635,39639,"-16,61026824","-42,18480382",minas gerais
mg,coronel pacheco,36155,36156,"-21,57641515","-43,26885797",minas gerais
mg,coronel xavier chaves,36330,36334,"-21,02459501","-44,22862425",minas gerais
mg,corrego danta,38990,39099,"-19,82641002","-45,89847103",minas gerais
mg,corrego do bom jesus,37605,37609,"-22,62992189","-46,01790921",minas gerais
mg,corrego fundo,35568,35568,"-20,45552532","-45,55339545",minas gerais
mg,corrego novo,35345,35347,"-19,83478548","-42,40013788",minas gerais
mg,couto de magalhaes de minas,39188,39189,"-18,07205931","-43,47534878",minas gerais
mg,crisolita,39885,39889,"-17,2375344","-40,91489528",minas gerais
mg,cristais,37275,37277,"-20,87523315","-45,51850385",minas gerais
mg,cristalia,39598,39599,"-16,71263401","-42,85955091",minas gerais
mg,cristiano otoni,36426,36427,"-20,84085233","-43,79783638",minas gerais
mg,cristina,37476,37477,"-22,20832052","-45,26280861",minas gerais
mg,crucilandia,35478,35479,"-20,39329177","-44,33783694",minas gerais
mg,cruzeiro da fortaleza,38735,38739,"-18,93864732","-46,67339265",minas gerais
mg,cruzilia,37445,37446,"-21,83895118","-44,81102348",minas gerais
mg,cuparaque,35246,35247,"-18,96664153","-41,10312574",minas gerais
mg,curral de dentro,39569,39569,"-15,93932678","-41,85597978",minas gerais
mg,curvelo,35789,35799,"-18,75548072","-44,42839897",minas gerais
mg,curvelo,35790,35797,"-18,75548072","-44,42839897",minas gerais
mg,datas,39130,39134,"-18,45330265","-43,65671464",minas gerais
mg,delfim moreira,37514,37515,"-22,50200875","-45,27259636",minas gerais
mg,delfinopolis,37910,37919,"-20,34584622","-46,85817961",minas gerais
mg,delta,38108,38109,"-19,97747269","-47,77297143",minas gerais
mg,descoberto,36690,36699,"-21,46020397","-42,97206918",minas gerais
mg,desterro de entre rios,35492,35494,"-20,65463068","-44,34366601",minas gerais
mg,desterro do melo,36210,36211,"-21,14717852","-43,51960022",minas gerais
mg,diamantina,39100,39119,"-18,24209272","-43,59445682",minas gerais
mg,diogo de vasconcelos,35437,35437,"-20,4875058","-43,19657683",minas gerais
mg,dionisio,35984,35985,"-19,84399667","-42,78236844",minas gerais
mg,divinesia,36546,36549,"-20,99001034","-43,0110812",minas gerais
mg,divino,36820,36827,"-20,6129772","-42,14773934",minas gerais
mg,divino das laranjeiras,35265,35269,"-18,77312847","-41,48325394",minas gerais
mg,divinolandia de minas,39735,39739,"-18,80526041","-42,62182021",minas gerais
mg,divinopolis,35500,35516,"-20,14207397","-44,89388553",minas gerais
mg,divinopolis,35500,35515,"-20,14207397","-44,89388553",minas gerais
