UF,ref_city,ref_prefix_i,ref_prefix_f,ref_latitude,ref_longiitude,ref_state
rs,candido godoi,98970,98974,"-27,95131807","-54,75283404",rio grande do sul
rs,candiota,96495,96499,"-31,56100972","-53,67780464",rio grande do sul
rs,canela,95680,95689,"-29,35797185","-50,81486735",rio grande do sul
rs,cangucu,96600,96609,"-31,39385952","-52,67628583",rio grande do sul
rs,canoas,92000,92479,"-29,91869671","-51,18102978",rio grande do sul
rs,canoas,92000,92449,"-29,91869671","-51,18102978",rio grande do sul
rs,canudos do vale,95933,95934,"-29,3235253","-52,23238262",rio grande do sul
rs,capao bonito do sul,95308,95309,"-28,12597529","-51,39515846",rio grande do sul
rs,sao lourenco do sul,96170,96177,"-31,36402372","-51,97691524",rio grande do sul
rs,sao luiz gonzaga,97800,97842,"-28,40664695","-54,95965955",rio grande do sul
rs,sao marcos,95190,95199,"-28,96984864","-51,06670694",rio grande do sul
rs,sao martinho,98690,98699,"-27,7089288","-53,96692272",rio grande do sul
rs,sao martinho da serra,97190,97194,"-29,53485057","-53,85422563",rio grande do sul
rs,sao miguel das missoes,98865,98869,"-28,54953712","-54,56156309",rio grande do sul
rs,sao nicolau,97880,97884,"-28,18215469","-55,26010023",rio grande do sul
rs,sao paulo das missoes,97980,97999,"-28,02048491","-54,93470834",rio grande do sul
rs,sao pedro da serra,95758,95759,"-29,42142984","-51,51432653",rio grande do sul
rs,sao pedro das missoes,98323,98324,"-27,77130846","-53,24736898",rio grande do sul
rs,sao pedro do butia,97920,97929,"-28,1243539","-54,88825595",rio grande do sul
rs,sao pedro do sul,97400,97409,"-29,61753076","-54,17999129",rio grande do sul
rs,sao sebastiao do cai,95760,95764,"-29,59208033","-51,37666482",rio grande do sul
rs,sao sepe,97340,97384,"-30,16741139","-53,56964413",rio grande do sul
rs,sao valentim,99640,99644,"-27,55431833","-52,52847894",rio grande do sul
rs,sao valentim do sul,99240,99249,"-29,05122753","-51,76967054",rio grande do sul
rs,sao valerio do sul,98595,98599,"-27,78771817","-53,93552615",rio grande do sul
rs,sao vendelino,95795,95799,"-29,37580996","-51,36865276",rio grande do sul
rs,sao vicente do sul,97420,97449,"-29,69206083","-54,67600202",rio grande do sul
rs,sapiranga,93800,93879,"-29,63855412","-51,00362299",rio grande do sul
sc,sangao,88717,88719,"-28,63322292","-49,13402986",santa catarina
sc,santa cecilia,89540,89544,"-26,95690074","-50,42290162",santa catarina
sc,santa helena,89915,89919,"-26,93984392","-53,61998787",santa catarina
sc,santa rosa de lima,88763,88764,"-28,03560557","-49,1250913",santa catarina
sc,santa rosa do sul,88965,88969,"-29,13528822","-49,71762637",santa catarina
sc,santa terezinha,89199,89199,"-26,78098235","-50,00552919",santa catarina
sc,santa terezinha do progresso,89983,89984,"-26,61977557","-53,19984696",santa catarina
sc,santiago do sul,89854,89854,"-26,63480909","-52,67594948",santa catarina
sc,santo amaro da imperatriz,88140,88149,"-27,68974776","-48,78023992",santa catarina
sc,sao bento do sul,89280,89293,"-26,24948542","-49,3869789",santa catarina
sc,sao bernardino,89982,89982,"-26,47327825","-52,96553874",santa catarina
sc,sao bonifacio,88485,88489,"-27,8964967","-48,92931196",santa catarina
sc,sao carlos,89885,89885,"-27,07863508","-53,01739427",santa catarina
sc,sao cristovao do sul,89533,89534,"-27,28294667","-50,43462893",santa catarina
sc,sao domingos,89835,89836,"-26,55783037","-52,53722747",santa catarina
sc,sao francisco do sul,89240,89244,"-26,24401788","-48,63757076",santa catarina
sc,sao joao batista,88240,88259,"-27,29588056","-48,85700428",santa catarina
sc,sao joao do itaperiu,88395,88399,"-26,61745405","-48,76776539",santa catarina
sc,sao joao do oeste,89897,89897,"-27,09748263","-53,59596668",santa catarina
sc,sao joao do sul,88970,88979,"-29,22347979","-49,80657139",santa catarina
sc,sao joaquim,88600,88624,"-28,2947125","-49,93674176",santa catarina
sc,sao jose,88100,88124,"-27,59031208","-48,61602272",santa catarina
sp,cesario lange,18285,18287,"-23,22473184","-47,95211066",sao paulo
sp,cesario lange,18288,18289,"-23,22473184","-47,95211066",sao paulo
sp,charqueada,13515,13519,"-22,50888241","-47,7757002",sao paulo
sp,chavantes,18970,18989,"-23,03200563","-49,71393615",sao paulo
sp,clementina,16250,16259,"-21,56031004","-50,45034869",sao paulo
sp,colina,14770,14774,"-20,7187345","-48,53973833",sao paulo
sp,colombia,14795,14799,"-20,17155884","-48,68748418",sao paulo
sp,conchal,13835,13839,"-22,33007645","-47,17437574",sao paulo
sp,conchas,18570,18579,"-23,01295808","-48,00989213",sao paulo
sp,conchas,18570,18574,"-23,01295808","-48,00989213",sao paulo
sp,conchas,18575,18579,"-23,01295808","-48,00989213",sao paulo
sp,cordeiropolis,13490,13494,"-22,48170703","-47,45828293",sao paulo
sp,coroados,16260,16264,"-21,35405285","-50,28729585",sao paulo
sp,coronel macedo,18745,18759,"-23,63223498","-49,3189124",sao paulo
sp,coronel macedo,18745,18749,"-23,63223498","-49,3189124",sao paulo
sp,corumbatai,13540,13549,"-22,21899675","-47,62661013",sao paulo
sp,cosmopolis,13150,13159,"-22,64578489","-47,19677078",sao paulo
sp,cosmorama,15530,15539,"-20,47703466","-49,77885969",sao paulo
sp,cotia,06700,06729,"-23,603514","-46,93184633",sao paulo
sp,cravinhos,14140,14149,"-21,3404305","-47,73004235",sao paulo
rs,capao da canoa,95555,95559,"-29,76146664","-50,02002244",rio grande do sul
rs,capao do cipo,97753,97754,"-28,93162752","-54,554699",rio grande do sul
rs,capao do leao,96160,96169,"-31,76683866","-52,48700757",rio grande do sul
rs,capela de santana,95745,95747,"-29,70194485","-51,32176935",rio grande do sul
rs,capitao,95935,95936,"-29,26949961","-51,98596885",rio grande do sul
rs,capivari do sul,95552,95554,"-30,14965966","-50,50880793",rio grande do sul
rs,caraa,95515,95519,"-29,77863746","-50,43575643",rio grande do sul
rs,carazinho,99500,99522,"-28,28651059","-52,79189739",rio grande do sul
rs,carlos barbosa,95185,95189,"-29,29829681","-51,50381763",rio grande do sul
rs,carlos gomes,99825,99829,"-27,71489208","-51,91757623",rio grande do sul
rs,casca,99260,99264,"-28,55987402","-51,98323266",rio grande do sul
rs,caseiros,95315,95319,"-28,27356547","-51,69268282",rio grande do sul
rs,catuipe,98770,98779,"-28,25423447","-54,01238685",rio grande do sul
rs,caxias do sul,95000,95149,"-29,16689901","-51,17886021",rio grande do sul
rs,caxias do sul,95000,95124,"-29,16689901","-51,17886021",rio grande do sul
rs,centenario,99838,99839,"-27,76284713","-52,00205385",rio grande do sul
rs,cerrito,96395,96399,"-31,85263913","-52,81480233",rio grande do sul
rs,cerro branco,96535,96539,"-29,65628719","-52,9419778",rio grande do sul
rs,cerro grande,98340,98344,"-27,60798013","-53,16591308",rio grande do sul
rs,cerro grande do sul,96770,96779,"-30,60202893","-51,75310327",rio grande do sul
rs,cerro largo,97900,97919,"-28,14784088","-54,73999724",rio grande do sul
rs,chapada,99530,99559,"-28,05845046","-53,0672769",rio grande do sul
rs,charqueadas,96745,96749,"-29,95680036","-51,62500605",rio grande do sul
rs,sapiranga,93800,93824,"-29,63855412","-51,00362299",rio grande do sul
rs,sapucaia do sul,93200,93249,"-29,82486803","-51,15187472",rio grande do sul
rs,sarandi,99560,99579,"-27,94359518","-52,92546106",rio grande do sul
rs,seberi,98380,98384,"-27,48041382","-53,4054673",rio grande do sul
rs,sede nova,98675,98679,"-27,63116287","-53,95588472",rio grande do sul
rs,segredo,96910,96919,"-29,34261843","-52,98207364",rio grande do sul
rs,selbach,99450,99456,"-28,62743381","-52,95652527",rio grande do sul
rs,senador salgado filho,98895,98897,"-28,0274895","-54,54540303",rio grande do sul
rs,sentinela do sul,96765,96769,"-30,6133026","-51,57798177",rio grande do sul
rs,serafina correa,99250,99254,"-28,71079707","-51,93570861",rio grande do sul
rs,serio,95918,95919,"-29,38676009","-52,26745583",rio grande do sul
rs,sertao,99170,99174,"-27,98077355","-52,25973786",rio grande do sul
rs,sertao santana,92850,92869,"-30,46542789","-51,60424992",rio grande do sul
rs,sete de setembro,97960,97969,"-28,13041632","-54,46368618",rio grande do sul
rs,severiano de almeida,99810,99819,"-27,43279298","-52,1206563",rio grande do sul
rs,silveira martins,97195,97199,"-29,64525006","-53,58523747",rio grande do sul
rs,sinimbu,96890,96899,"-29,52906816","-52,52163631",rio grande do sul
rs,sobradinho,96900,96907,"-29,41477313","-53,02516794",rio grande do sul
rs,soledade,99300,99314,"-28,82773795","-52,50986617",rio grande do sul
rs,tabai,95863,95864,"-29,68777062","-51,72747512",rio grande do sul
rs,tapejara,99950,99951,"-28,08417106","-52,02213253",rio grande do sul
rs,tapera,99490,99494,"-28,62495019","-52,87146717",rio grande do sul
sc,sao jose,88100,88123,"-27,59031208","-48,61602272",santa catarina
sc,sao jose do cedro,89930,89934,"-26,4560603","-53,50012411",santa catarina
sc,sao jose do cerrito,88570,88579,"-27,66858652","-50,58138618",santa catarina
sc,sao lourenco do oeste,89990,89997,"-26,35519016","-52,85133367",santa catarina
sc,sao ludgero,88730,88734,"-28,32689553","-49,17568432",santa catarina
sc,sao martinho,88765,88769,"-28,16449529","-48,97778625",santa catarina
sc,sao miguel da boa vista,89879,89879,"-26,69447515","-53,25455638",santa catarina
sc,sao miguel do oeste,89900,89904,"-26,72642718","-53,51883941",santa catarina
sc,sao pedro de alcantara,88125,88129,"-27,56717009","-48,78766959",santa catarina
sc,saudades,89868,89869,"-26,91975695","-52,99556973",santa catarina
sc,schroeder,89275,89277,"-26,42097591","-49,07325969",santa catarina
sc,seara,89770,89777,"-27,14569762","-52,30285483",santa catarina
sc,serra alta,89871,89871,"-26,72477337","-53,04627634",santa catarina
sc,sideropolis,88860,88861,"-28,59510242","-49,42054093",santa catarina
sc,sombrio,88960,88964,"-29,10913276","-49,63421036",santa catarina
sc,sul brasil,89855,89855,"-26,73693621","-52,9642048",santa catarina
sc,taio,89190,89193,"-27,1179373","-50,00509646",santa catarina
sc,tangara,89642,89649,"-27,1010111","-51,24591438",santa catarina
sc,tigrinhos,89875,89877,"-26,68947484","-53,15754198",santa catarina
sc,tijucas,88200,88209,"-27,23945361","-48,63207056",santa catarina
sc,tijucas,88200,88207,"-27,23945361","-48,63207056",santa catarina
sc,timbe do sul,88940,88949,"-28,83251749","-49,84411776",santa catarina
sc,timbo,89120,89120,"-26,82290257","-49,27771229",santa catarina
sc,timbo grande,89545,89549,"-26,61782849","-50,67467414",santa catarina
sp,cristais paulista,14460,14469,"-20,402492","-47,42380645",sao paulo
sp,cruzalia,19860,19864,"-22,74549893","-50,79366616",sao paulo
sp,cruzeiro,12700,12759,"-22,57774988","-44,96173196",sao paulo
sp,cubatao,11500,11599,"-23,883839","-46,42003177",sao paulo
sp,cunha,12530,12569,"-23,07475015","-44,9580269",sao paulo
sp,descalvado,13690,13699,"-21,909083","-47,62066397",sao paulo
sp,diadema,09900,09999,"-23,689295","-46,62338139",sao paulo
sp,dirce reis,15715,15717,"-20,46441279","-50,60605599",sao paulo
sp,divinolandia,13780,13789,"-21,66162151","-46,73686979",sao paulo
sp,dobrada,15980,15989,"-21,51480433","-48,40024272",sao paulo
sp,dois corregos,17300,17319,"-22,367316","-48,38267599",sao paulo
sp,dois corregos,17300,17310,"-22,367316","-48,38267599",sao paulo
sp,dolcinopolis,15740,15744,"-20,12287066","-50,51536308",sao paulo
sp,dourado,13590,13599,"-22,1131672","-48,31623581",sao paulo
sp,dracena,17900,17919,"-21,48613754","-51,53404966",sao paulo
sp,duartina,17470,17474,"-22,41488138","-49,40504541",sao paulo
sp,dumont,14120,14139,"-21,233326","-47,97084345",sao paulo
rs,charrua,99960,99964,"-27,9528311","-52,02941195",rio grande do sul
rs,chiapetta,98760,98764,"-27,91736475","-53,9457497",rio grande do sul
rs,chui,96255,96269,"-33,68756687","-53,46267514",rio grande do sul
rs,chuvisca,96193,96194,"-30,75742671","-51,97854222",rio grande do sul
rs,cidreira,95595,95598,"-30,18116999","-50,20909233",rio grande do sul
rs,ciriaco,99970,99979,"-28,34430254","-51,88303129",rio grande do sul
rs,colinas,95895,95899,"-29,39253687","-51,86857555",rio grande do sul
rs,colorado,99460,99469,"-28,52294776","-52,99317632",rio grande do sul
rs,condor,98290,98299,"-28,20529578","-53,48894333",rio grande do sul
rs,constantina,99680,99686,"-27,73041109","-52,98773883",rio grande do sul
rs,coqueiro baixo,95955,95959,"-29,1792568","-52,09460256",rio grande do sul
rs,coqueiros do sul,99528,99529,"-28,11742832","-52,77880085",rio grande do sul
rs,coronel barros,98735,98739,"-28,38454086","-54,07366243",rio grande do sul
rs,coronel bicaco,98580,98589,"-27,71787302","-53,70912811",rio grande do sul
rs,coronel pilar,95726,95726,"-29,27271008","-51,6849346",rio grande do sul
rs,cotipora,95335,95339,"-28,99857643","-51,69643368",rio grande do sul
rs,coxilha,99145,99149,"-28,12134171","-52,30027783",rio grande do sul
rs,crissiumal,98640,98669,"-27,49801227","-54,10003491",rio grande do sul
rs,cristal,96195,96199,"-30,99934519","-52,0494104",rio grande do sul
rs,cristal do sul,98368,98369,"-27,45362957","-53,2491845",rio grande do sul
rs,cruz alta,98000,98059,"-28,64244661","-53,60524076",rio grande do sul
rs,cruz alta,98000,98055,"-28,64244661","-53,60524076",rio grande do sul
rs,cruzaltense,99665,99669,"-27,66488811","-52,64814299",rio grande do sul
rs,tapes,96760,96764,"-30,6731729","-51,39449871",rio grande do sul
rs,taquara,95600,95624,"-29,6505131","-50,78116862",rio grande do sul
rs,taquara,95600,95613,"-29,6505131","-50,78116862",rio grande do sul
rs,taquari,95860,95862,"-29,80280085","-51,86277648",rio grande do sul
rs,taquarucu do sul,98410,98414,"-27,39803605","-53,46695196",rio grande do sul
rs,tavares,96290,96299,"-31,28870266","-51,08884298",rio grande do sul
rs,tenente portela,98500,98527,"-27,37216692","-53,75726961",rio grande do sul
rs,terra de areia,95535,95537,"-29,57754857","-50,06724915",rio grande do sul
rs,teutonia,95890,95892,"-29,48891444","-51,81281687",rio grande do sul
rs,tio hugo,99345,99349,"-28,58049602","-52,59304612",rio grande do sul
rs,tiradentes do sul,98680,98689,"-27,39689888","-54,08539221",rio grande do sul
rs,toropi,97418,97419,"-29,4721417","-54,228011",rio grande do sul
rs,torres,95560,95567,"-29,33593061","-49,73040449",rio grande do sul
rs,tramandai,95590,95594,"-29,98730195","-50,1303765",rio grande do sul
rs,travesseiro,95948,95949,"-29,29908581","-52,05777727",rio grande do sul
rs,tres arroios,99725,99729,"-27,49951622","-52,14985207",rio grande do sul
rs,tres cachoeiras,95580,95584,"-29,44588659","-49,91563928",rio grande do sul
rs,tres coroas,95660,95669,"-29,51666098","-50,78312584",rio grande do sul
rs,tres de maio,98910,98914,"-27,77966022","-54,23530221",rio grande do sul
rs,tres forquilhas,95575,95576,"-29,53811055","-50,06431648",rio grande do sul
rs,tres palmeiras,99675,99679,"-27,61752745","-52,84371435",rio grande do sul
rs,tres passos,98600,98634,"-27,45615988","-53,92969896",rio grande do sul
rs,trindade do sul,99615,99639,"-27,51757593","-52,89223102",rio grande do sul
sc,tres barras,89490,89499,"-26,11409634","-50,30541937",santa catarina
sc,treviso,88862,88864,"-28,51848486","-49,45593338",santa catarina
sc,treze de maio,88710,88714,"-28,55814004","-49,14481531",santa catarina
sc,treze tilias,89650,89651,"-26,99853631","-51,41467467",santa catarina
sc,trombudo central,89176,89177,"-27,30301953","-49,79247823",santa catarina
sc,tubarao,88700,88709,"-28,48003395","-49,00526808",santa catarina
sc,tunapolis,89898,89898,"-26,97222359","-53,64145974",santa catarina
sc,turvo,88930,88934,"-28,92474922","-49,68086575",santa catarina
sc,uniao do oeste,89845,89847,"-26,76173701","-52,85149646",santa catarina
sc,urubici,88650,88657,"-28,00455491","-49,58820561",santa catarina
sc,urupema,88625,88639,"-27,95268581","-49,87321124",santa catarina
sc,urussanga,88840,88844,"-28,5199662","-49,31910792",santa catarina
sc,vargeao,89690,89693,"-26,86398332","-52,15410565",santa catarina
sc,vargem,89638,89639,"-27,4899701","-50,97815063",santa catarina
sc,vargem bonita,89675,89676,"-27,0032416","-51,74474018",santa catarina
sc,vidal ramos,88443,88444,"-27,3957787","-49,36821917",santa catarina
sc,videira,89560,89569,"-27,00612907","-51,15170528",santa catarina
sc,videira,89560,89567,"-27,00612907","-51,15170528",santa catarina
sc,vitor meireles,89148,89149,"-26,88157762","-49,83075196",santa catarina
sc,witmarsum,89157,89159,"-26,92674272","-49,80420338",santa catarina
sc,xanxere,89820,89823,"-26,8745845","-52,40466714",santa catarina
sc,xavantina,89780,89789,"-27,07025015","-52,34285051",santa catarina
sc,xaxim,89825,89827,"-26,9637195","-52,53493252",santa catarina
sc,zortea,89633,89633,"-27,45025141","-51,54956631",santa catarina
sp,echapora,19830,19839,"-22,424997","-50,20700615",sao paulo
sp,eldorado,11960,11989,"-24,52538661","-48,10322842",sao paulo
sp,elias fausto,13350,13359,"-23,04253672","-47,37677424",sao paulo
sp,elias fausto,13350,13354,"-23,04253672","-47,37677424",sao paulo
sp,elias fausto,13355,13359,"-23,04253672","-47,37677424",sao paulo
sp,elisiario,15823,15824,"-21,16442902","-49,11083589",sao paulo
sp,embauba,15425,15429,"-20,98266805","-48,83262029",sao paulo
sp,embu das artes,06800,06849,,,
sp,embu-guacu,06900,06949,"-23,8318291","-46,81710887",sao paulo
sp,embu-guacu,06900,06934,"-23,8318291","-46,81710887",sao paulo
sp,emilianopolis,19350,19359,"-21,83130898","-51,48043143",sao paulo
sp,engenheiro coelho,13445,13449,"-22,49118995","-47,21307973",sao paulo
sp,espirito santo do pinhal,13990,13994,"-22,1970535","-46,74551429",sao paulo
sp,espirito santo do turvo,18935,18939,"-22,69497349","-49,42982529",sao paulo
sp,estiva gerbi,13857,13859,"-22,27458891","-46,95360269",sao paulo
sp,estrela do norte,19230,19249,"-22,4905989","-51,66417619",sao paulo
sp,estrela do norte,19230,19239,"-22,4905989","-51,66417619",sao paulo
rs,cruzeiro do sul,95930,95932,"-29,50829097","-51,99157589",rio grande do sul
rs,david canabarro,99980,99989,"-28,38461153","-51,85224906",rio grande do sul
rs,derrubadas,98528,98529,"-27,26539094","-53,86511946",rio grande do sul
rs,dezesseis de novembro,97845,97849,"-28,22687644","-55,0482085",rio grande do sul
rs,dilermando de aguiar,97180,97184,"-29,70196391","-54,21356038",rio grande do sul
rs,dois irmaos,93950,93989,"-29,58415878","-51,08761931",rio grande do sul
rs,dois irmaos das missoes,98385,98389,"-27,65753673","-53,53086462",rio grande do sul
rs,dois lajeados,99220,99239,"-28,97520539","-51,83510299",rio grande do sul
rs,dom feliciano,96190,96192,"-30,70859843","-52,10393358",rio grande do sul
rs,dom pedrito,96450,96459,"-30,98126706","-54,67413018",rio grande do sul
rs,dom pedro de alcantara,95568,95571,"-29,37018708","-49,84954996",rio grande do sul
rs,dona francisca,97280,97299,"-29,62485249","-53,36233318",rio grande do sul
rs,doutor mauricio cardoso,98925,98929,"-27,50921261","-54,35826799",rio grande do sul
rs,doutor ricardo,95967,95969,"-29,09903106","-51,98490439",rio grande do sul
rs,eldorado do sul,92990,92999,"-29,99929259","-51,31041893",rio grande do sul
rs,encantado,95960,95964,"-29,23991721","-51,87302313",rio grande do sul
rs,encruzilhada do sul,96610,96634,"-30,54365732","-52,52204539",rio grande do sul
rs,engenho velho,99698,99699,"-27,70858652","-52,9119205",rio grande do sul
rs,entre rios do sul,99645,99649,"-27,52885793","-52,73506795",rio grande do sul
rs,entre-ijuis,98855,98859,"-28,36279428","-54,27143185",rio grande do sul
rs,erebango,99920,99924,"-27,84919594","-52,2997114",rio grande do sul
rs,erechim,99700,99717,"-27,63340581","-52,2758769",rio grande do sul
rs,triunfo,95840,95859,"-29,94520427","-51,71531284",rio grande do sul
rs,tucunduva,98930,98939,"-27,65005993","-54,43312867",rio grande do sul
rs,tunas,99330,99339,"-29,10643972","-52,95701311",rio grande do sul
rs,tupanci do sul,99878,99879,"-27,92571147","-51,54053901",rio grande do sul
rs,tupancireta,98170,98174,"-29,07747973","-53,84063006",rio grande do sul
rs,tupandi,95775,95777,"-29,48791281","-51,41982543",rio grande do sul
rs,tuparendi,98940,98946,"-27,75408893","-54,47850808",rio grande do sul
rs,turucu,96148,96149,"-31,41236586","-52,17141562",rio grande do sul
rs,ubiretama,98898,98899,"-28,04356477","-54,68451078",rio grande do sul
rs,uniao da serra,99215,99219,"-28,77989857","-52,00041666",rio grande do sul
rs,unistalda,97755,97759,"-29,04748503","-55,15078052",rio grande do sul
rs,uruguaiana,97500,97537,"-29,75982317","-57,08182491",rio grande do sul
rs,uruguaiana,97500,97514,"-29,75982317","-57,08182491",rio grande do sul
rs,vacaria,95200,95229,"-28,5023544","-50,93659916",rio grande do sul
rs,vacaria,95200,95219,"-28,5023544","-50,93659916",rio grande do sul
rs,vale do sol,96878,96879,"-29,60882799","-52,6813545",rio grande do sul
rs,vale real,95778,95779,"-29,39228062","-51,25119656",rio grande do sul
rs,vale verde,95833,95834,"-29,78257494","-52,1797223",rio grande do sul
rs,vanini,99290,99299,"-28,47622251","-51,8446582",rio grande do sul
rs,venancio aires,95800,95819,"-29,61165289","-52,19188024",rio grande do sul
rs,vera cruz,96880,96887,"-29,71985759","-52,50110341",rio grande do sul
rs,veranopolis,95330,95332,"-28,93395734","-51,5522869",rio grande do sul
rs,vespasiano correa,95972,95974,"-29,06989436","-51,85946995",rio grande do sul
se,amparo de sao francisco,49920,49929,"-10,13397103","-36,92748369",sergipe
se,aquidaba,49790,49799,"-10,29251809","-37,02218086",sergipe
se,aracaju,49000,49099,"-10,9072158","-37,04821264",sergipe
se,aracaju,49000,49098,"-10,9072158","-37,04821264",sergipe
se,araua,49220,49229,"-11,26450478","-37,61233743",sergipe
se,areia branca,49580,49599,"-10,75819225","-37,3133626",sergipe
se,barra dos coqueiros,49140,49149,"-10,90679925","-37,04124155",sergipe
se,barra dos coqueiros,49140,49145,"-10,90679925","-37,04124155",sergipe
se,boquim,49360,49389,"-11,14639163","-37,62357348",sergipe
se,brejo grande,49995,49999,"-10,41894331","-36,47182024",sergipe
se,campo do brito,49520,49524,"-10,74333515","-37,49635633",sergipe
se,canhoba,49880,49889,"-10,13874366","-36,97384498",sergipe
se,caninde de sao francisco,49820,49829,"-9,654104067","-37,78796372",sergipe
se,capela,49700,49739,"-10,50609963","-37,05483299",sergipe
se,carira,49550,49559,"-10,3580171","-37,70191921",sergipe
se,carmopolis,49740,49749,"-10,64681858","-36,99081619",sergipe
se,cedro de sao joao,49930,49939,"-10,24776494","-36,88403595",sergipe
se,cristinapolis,49270,49279,"-11,4735578","-37,75465964",sergipe
se,cumbe,49660,49669,"-10,35702503","-37,18789928",sergipe
se,divina pastora,49650,49659,"-10,6773757","-37,14934496",sergipe
se,estancia,49200,49219,"-11,26794865","-37,44001085",sergipe
se,feira nova,49670,49679,"-10,27053252","-37,31611772",sergipe
se,frei paulo,49514,49516,"-10,54008475","-37,54187625",sergipe
se,gararu,49830,49859,"-9,967351468","-37,08437249",sergipe
sp,estrela doeste,15650,15659,,,
sp,euclides da cunha paulista,19275,19279,"-22,55499692","-52,59089838",sao paulo
sp,fartura,18870,18889,"-23,38896091","-49,51205338",sao paulo
sp,fartura,18870,18879,"-23,38896091","-49,51205338",sao paulo
sp,fernando prestes,15940,15949,"-21,26712199","-48,69227305",sao paulo
sp,fernandopolis,15600,15619,"-20,28238299","-50,24874843",sao paulo
sp,fernandopolis,15600,15614,"-20,28238299","-50,24874843",sao paulo
sp,fernao,17460,17469,"-22,35913832","-49,51984121",sao paulo
sp,ferraz de vasconcelos,08500,08549,"-23,5415445","-46,36655267",sao paulo
sp,flora rica,17870,17879,"-21,67673394","-51,38230084",sao paulo
sp,floreal,15320,15329,"-20,67403123","-50,14568901",sao paulo
sp,florida paulista,17830,17859,"-21,61342762","-51,16887647",sao paulo
sp,florida paulista,17830,17834,"-21,61342762","-51,16887647",sao paulo
sp,florida paulista,17835,17839,"-21,61342762","-51,16887647",sao paulo
sp,florida paulista,17840,17849,"-21,61342762","-51,16887647",sao paulo
sp,florinea,19870,19879,,,
sp,franca,14400,14414,"-20,536097","-47,40233163",sao paulo
sp,francisco morato,07900,07999,"-23,2758255","-46,7325267",sao paulo
sp,franco da rocha,07800,07899,"-23,3203025","-46,72787467",sao paulo
rs,erechim,99700,99714,"-27,63340581","-52,2758769",rio grande do sul
rs,ernestina,99140,99144,"-28,49715469","-52,57217621",rio grande do sul
rs,erval grande,99750,99759,"-27,39333667","-52,57011205",rio grande do sul
rs,erval seco,98390,98399,"-27,54941713","-53,50957308",rio grande do sul
rs,esmeralda,95380,95389,"-28,05727635","-51,18879366",rio grande do sul
rs,esperanca do sul,98635,98639,"-27,35994361","-53,99276782",rio grande do sul
rs,espumoso,99400,99429,"-28,73144514","-52,84192697",rio grande do sul
rs,estacao,99930,99939,"-27,90900634","-52,2704858",rio grande do sul
rs,estancia velha,93600,93699,"-29,65014797","-51,17429392",rio grande do sul
rs,estancia velha,93600,93619,"-29,65014797","-51,17429392",rio grande do sul
rs,esteio,93250,93299,"-29,8521863","-51,14383734",rio grande do sul
rs,estrela,95880,95884,"-29,50347188","-51,97026029",rio grande do sul
rs,estrela velha,96990,96999,"-29,17966136","-53,16029378",rio grande do sul
rs,eugenio de castro,98860,98864,"-28,52505976","-54,14811262",rio grande do sul
rs,fagundes varela,95333,95333,"-28,88213431","-51,69144875",rio grande do sul
rs,farroupilha,95170,95184,"-29,22367919","-51,34834957",rio grande do sul
rs,farroupilha,95170,95181,"-29,22367919","-51,34834957",rio grande do sul
rs,faxinal do soturno,97220,97229,"-29,57432954","-53,43906482",rio grande do sul
rs,faxinalzinho,99655,99659,"-27,42541551","-52,67059124",rio grande do sul
rs,fazenda vilanova,95875,95879,"-29,58857453","-51,82118304",rio grande do sul
rs,feliz,95770,95772,"-29,45397093","-51,31010214",rio grande do sul
rs,flores da cunha,95270,95274,"-29,03114214","-51,18222058",rio grande do sul
rs,viadutos,99820,99824,"-27,57095306","-52,02379875",rio grande do sul
rs,viamao,94400,94799,"-30,08189684","-51,02482049",rio grande do sul
rs,viamao,94400,94599,"-30,08189684","-51,02482049",rio grande do sul
rs,vicente dutra,98450,98459,"-27,16844504","-53,40212906",rio grande do sul
rs,victor graeff,99350,99359,"-28,56018463","-52,74779179",rio grande do sul
rs,vila flores,95334,95334,"-28,86300013","-51,54958909",rio grande do sul
rs,vila langaro,99955,99959,"-28,1074052","-52,14690336",rio grande do sul
rs,vila maria,99155,99159,"-28,53331423","-52,1635379",rio grande do sul
rs,vila nova do sul,97385,97389,"-30,33395869","-53,87919648",rio grande do sul
rs,vista alegre,98415,98429,"-27,37008417","-53,49241047",rio grande do sul
rs,vista alegre do prata,95325,95329,"-28,8094723","-51,7862084",rio grande do sul
rs,vista gaucha,98535,98539,"-27,28997838","-53,70131978",rio grande do sul
rs,vitoria das missoes,98850,98854,"-28,35238725","-54,49905489",rio grande do sul
rs,westfalia,95893,95894,"-29,42344955","-51,76615551",rio grande do sul
rs,xangri-la,95588,95589,"-29,80537819","-50,03908142",rio grande do sul
sc,abdon batista,89636,89637,"-27,60898712","-51,02527221",santa catarina
sc,abelardo luz,89830,89831,"-26,56303102","-52,33648238",santa catarina
sc,agrolandia,88420,88429,"-27,40051659","-49,82565339",santa catarina
sc,agronomica,89188,89189,"-27,26971611","-49,71836889",santa catarina
sc,agua doce,89654,89659,"-27,00409166","-51,55909656",santa catarina
sc,aguas de chapeco,89883,89884,"-27,07621291","-52,98725101",santa catarina
sc,aguas frias,89843,89844,"-26,88022754","-52,85941945",santa catarina
sc,aguas mornas,88150,88159,"-27,70659719","-48,8405384",santa catarina
se,general maynard,49750,49759,"-10,68652981","-36,98798443",sergipe
se,graccho cardoso,49860,49869,,,
